Form,Grouping,Variable,Type,Test,Statistic,p_value,Significant,HC n,HC mean,HC sd,HC median,PD n,PD mean,PD sd,PD median,AP n,AP mean,AP sd,AP median,DLB n,DLB mean,DLB sd,DLB median,ET n,ET mean,ET sd,ET median,MSA n,MSA mean,MSA sd,MSA median,PSP n,PSP mean,PSP sd,PSP median,RBD n,RBD mean,RBD sd,RBD median
Moca,by_determined_dx,TOTAL SCORE (make sure to include extra point for 12,Numeric,Kruskal-Wallis,22.2625,0.000467,Yes,,,,,1456.0,25.099,5.162,26.0,,,,,8.0,22.625,3.204,24.0,5.0,25.6,2.191,27.0,9.0,25.222,6.496,27.0,23.0,21.261,5.879,23.0,6.0,27.5,2.429,28.5
Moca,by_determined_dx,Make sure total score and calculation of total score,Numeric,Kruskal-Wallis,28.181,3.4e-05,Yes,,,,,1454.0,25.594,3.305,26.0,,,,,8.0,22.125,3.044,23.0,6.0,24.667,2.582,25.5,9.0,25.111,6.431,27.0,23.0,21.043,5.842,23.0,6.0,27.5,2.429,28.5
Moca,by_determined_dx,Who administered the MoCA?,Categorical,Chi-square,807.9443,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,What language was the MoCA administered?,Categorical,Chi-square,39.2155,2.3e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,Date of MoCA administration,Categorical,Chi-square,5004.3174,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,Question for the coordinator: Was the patient ON or ,Categorical,Chi-square,59.6196,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,Question for the participant: do you currently feel ,Categorical,Chi-square,50.5038,1e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,Did the participant receive +1 extra point for 12 ye,Categorical,Chi-square,11.6382,0.040096,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,determined_dx,Categorical,Chi-square,7680.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,Copy time (sec),Numeric,Kruskal-Wallis,7.3341,0.025552,Yes,,,,,235.0,244.345,174.771,189.0,,,,,,,,,6.0,383.167,217.761,281.0,,,,,5.0,258.6,54.294,226.0,,,,
Neuropsychological,by_determined_dx,Trail A raw score (time in sec.),Numeric,Kruskal-Wallis,6.5749,0.037349,Yes,,,,,254.0,45.156,63.061,38.0,,,,,,,,,6.0,40.0,12.759,39.5,,,,,7.0,60.714,20.702,67.0,,,,
Neuropsychological,by_determined_dx,Trail B raw score (time in sec.),Numeric,Kruskal-Wallis,10.1396,0.006284,Yes,,,,,252.0,108.185,115.067,75.5,,,,,,,,,6.0,87.833,37.95,69.0,,,,,7.0,170.714,50.963,183.0,,,,
Neuropsychological,by_determined_dx,Trail B Errors raw score,Numeric,Kruskal-Wallis,8.776,0.012426,Yes,,,,,253.0,12.466,108.144,0.0,,,,,,,,,6.0,1.333,0.816,1.5,,,,,7.0,1.429,1.718,1.0,,,,
Neuropsychological,by_determined_dx,"Stroop - D-Kefs, Cond. 1 - COLORS : Time (sec) (Raw ",Numeric,Kruskal-Wallis,6.5971,0.036937,Yes,,,,,248.0,224.02,384.493,34.0,,,,,,,,,6.0,30.5,7.176,28.0,,,,,7.0,184.0,358.996,42.0,,,,
Neuropsychological,by_determined_dx,Stroop - D-Kefs - Cond.3: Total errors (Automatic ca,Numeric,Kruskal-Wallis,6.8058,0.033277,Yes,,,,,246.0,196.801,395.792,2.0,,,,,,,,,6.0,1.167,1.472,1.0,,,,,7.0,290.0,484.349,9.0,,,,
Neuropsychological,by_determined_dx,Letter Fluency S (Raw score),Numeric,Kruskal-Wallis,6.1071,0.04719,Yes,,,,,249.0,16.185,62.645,12.0,,,,,,,,,6.0,9.5,3.782,9.0,,,,,7.0,8.429,4.577,8.0,,,,
Neuropsychological,by_determined_dx,Letter Fluency Total (Raw score),Numeric,Kruskal-Wallis,7.3821,0.024945,Yes,,,,,60.0,35.667,11.682,34.0,,,,,,,,,4.0,28.75,14.221,27.0,,,,,5.0,20.0,9.823,18.0,,,,
Neuropsychological,by_determined_dx,Letter Fluency Total (Automatic Calculation),Numeric,Kruskal-Wallis,6.5179,0.038428,Yes,,,,,249.0,48.936,187.785,36.0,,,,,,,,,6.0,29.833,11.427,30.0,,,,,7.0,25.714,13.45,22.0,,,,
Neuropsychological,by_determined_dx,Main dominante (30 sec),Numeric,Kruskal-Wallis,8.366,0.015253,Yes,,,,,249.0,394.317,482.458,12.0,,,,,,,,,6.0,12.167,3.971,12.0,,,,,7.0,148.143,374.313,6.0,,,,
Neuropsychological,by_determined_dx,Main dominante (1 min),Numeric,Kruskal-Wallis,8.3841,0.015116,Yes,,,,,249.0,400.241,477.727,24.0,,,,,,,,,6.0,25.5,7.918,25.5,,,,,7.0,154.0,371.738,13.0,,,,
Neuropsychological,by_determined_dx,Main non dominante (30 sec),Numeric,Kruskal-Wallis,7.79,0.020344,Yes,,,,,249.0,394.197,482.522,12.0,,,,,,,,,6.0,10.5,3.728,11.0,,,,,7.0,148.429,374.188,7.0,,,,
Neuropsychological,by_determined_dx,Main non dominante (1 min),Numeric,Kruskal-Wallis,9.4187,0.009011,Yes,,,,,249.0,400.024,477.868,23.0,,,,,,,,,6.0,21.0,7.155,21.0,,,,,7.0,154.143,371.673,13.0,,,,
Neuropsychological,by_determined_dx,Deux mains (30 sec),Numeric,Kruskal-Wallis,8.1056,0.017374,Yes,,,,,248.0,403.101,485.063,10.0,,,,,,,,,6.0,9.333,2.875,10.0,,,,,7.0,147.286,374.692,6.0,,,,
Neuropsychological,by_determined_dx,Neuropsycholgical Test Date:,Categorical,Chi-square,468.8518,0.016825,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,Language of evaluation / Langue d'évaluation:,Categorical,Chi-square,6.5161,0.038464,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,Language of evaluation / Langue d'évaluation:,Categorical,Chi-square,6.5161,0.038464,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,Was the Stroop Colour and Word test (Golden) adminis,Categorical,Chi-square,14.6401,0.005509,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,Comments25,Categorical,Chi-square,166.0,0.003478,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological,by_determined_dx,determined_dx,Categorical,Chi-square,534.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,PDQ-39 Mobility (Raw Score),Numeric,Kruskal-Wallis,16.4031,0.000937,Yes,,,,,400.0,8.67,8.716,6.0,,,,,7.0,13.143,12.253,9.0,5.0,2.8,2.775,3.0,,,,,7.0,24.0,8.926,26.0,,,,
Pdq 39,by_determined_dx,PDQ-39 Mobility (Scale Score),Numeric,Kruskal-Wallis,16.4031,0.000937,Yes,,,,,400.0,21.675,21.79,15.0,,,,,7.0,32.857,30.633,22.5,5.0,7.0,6.937,7.5,,,,,7.0,60.0,22.314,65.0,,,,
Pdq 39,by_determined_dx,PDQ-39 Communication (Raw Score),Numeric,Kruskal-Wallis,18.082,0.000423,Yes,,,,,399.0,2.241,2.277,2.0,,,,,7.0,3.857,2.116,4.0,5.0,3.2,4.604,0.0,,,,,7.0,6.571,2.225,6.0,,,,
Pdq 39,by_determined_dx,PDQ-39 Communication (Scale Score),Numeric,Kruskal-Wallis,18.013,0.000437,Yes,,,,,399.0,18.672,18.972,16.667,,,,,7.0,32.143,17.631,33.333,5.0,26.667,38.37,0.0,,,,,7.0,54.762,18.545,50.0,,,,
Pdq 39,by_determined_dx,PDQ-39 Total Raw Score,Numeric,Kruskal-Wallis,8.4464,0.037632,Yes,,,,,397.0,34.824,22.07,31.0,,,,,7.0,49.714,27.433,45.0,5.0,33.6,28.29,27.0,,,,,7.0,55.0,17.729,52.0,,,,
Pdq 39,by_determined_dx,PDQ-39 Summary Index,Numeric,Kruskal-Wallis,8.4646,0.037325,Yes,,,,,397.0,22.323,14.147,19.872,,,,,7.0,31.868,17.585,28.846,5.0,21.538,18.134,17.308,,,,,7.0,35.256,11.365,33.333,,,,
Pdq 39,by_determined_dx,1. Had difficulty doing the leisure activities which,Categorical,Chi-square,32.2922,0.001247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,"2. Had difficulty looking after your home, e.g. DIY,",Categorical,Chi-square,39.386,9.1e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,3. Had difficulty carrying bags of shopping?/Avez-­v,Categorical,Chi-square,40.0237,7.1e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,6. Had problems getting around the house as easily a,Categorical,Chi-square,46.019,7e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,7 Had difficulty getting around in public?/Avez-­vou,Categorical,Chi-square,35.8047,0.000348,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,8. Needed someone else to accompany you when you wen,Categorical,Chi-square,25.3514,0.013243,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,9. Felt frightened or worried about falling over in ,Categorical,Chi-square,23.8046,0.021622,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,10. Been confined to the house more than you  would ,Categorical,Chi-square,23.5589,0.023339,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,12. Had difficulty dressing  yourself?/Avez­�?vous e,Categorical,Chi-square,22.5348,0.031946,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,13. Had problems doing up your shoe laces?/Avez-­�?v,Categorical,Chi-square,21.0347,0.049874,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,14. Had problems writing clearly?/Avez­�?vous eu des,Categorical,Chi-square,25.0045,0.014801,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,16. Had difficulty holding a drink without spilling ,Categorical,Chi-square,28.2904,0.005016,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,24. Avoided situations which involve eating or drink,Categorical,Chi-square,30.1199,0.002679,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,"31. Had problems with your concentration, e.g. when ",Categorical,Chi-square,24.5864,0.016909,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,34 Had difficulty with your speech?/Avez-­vous eu de,Categorical,Chi-square,52.6426,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,35. Felt unable to communicate with people properly?,Categorical,Chi-square,56.788,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,36. Felt ignored by people?/Vous êtes­�?vous senti(e,Categorical,Chi-square,21.561,0.042745,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_determined_dx,determined_dx,Categorical,Chi-square,1257.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
